busca,titulo,empresa,local,publicado_ha,salario
data scientist,Senior Machine Learning Engineer,Better Collective A/S,"Rio de Janeiro, Rio de Janeiro",mais de 30 dias,Não informado
data scientist,Lead and Senior AI/ ML Engineer,Mitra Innovation,"Colombo, Paraná",mais de 30 dias,Não informado
data scientist,GeoTechnical Engineer - Senior Level,Moffatt & Nichol,"Rio de Janeiro, Rio de Janeiro",mais de 30 dias,Não informado
data scientist,Cloud Developer - BTP Hana Cloud Platform,SAP Group,"São Leopoldo, Rio Grande do Sul",25 dia(s),Não informado
data scientist,Engenheiro/ Engenheira de Dados ETL,Capgemini,"São Paulo, São Paulo",mais de 30 dias,Não informado
data scientist,Senior Data Engineer with Data Science/MLOps background,N-iX,"São Paulo, São Paulo",mais de 30 dias,Não informado
data scientist,Analytics Engineer - Brazil,DoorDash,"São Paulo, São Paulo",18 dia(s),Não informado
engenheiro de dados,Engenheiro(a) de Dados,XP Inc.,"São Paulo, São Paulo",mais de 30 dias,R$ 6 mil - R$ 7 mil (fornecido pela empresa)
engenheiro de dados,Analista de Desenvolvimento Full Stack Pleno (Python),FADAMI SOLUÇÕES DE INFORMÀTICA LTDA,"Rio de Janeiro, Rio de Janeiro",mais de 30 dias,R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro,ACOUSTIC CONTROL,São Bernardo do Campo,25 dia(s),R$ 3 mil (fornecido pela empresa)
engenheiro de dados,Consultor de Regimes Especiais - Drawback,TTMS Technologies,"Campinas, São Paulo",mais de 30 dias,R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Estágio Engenharia,Ctageo Engenharia e Geoprocessamento,"Santo André, São Paulo",mais de 30 dias,R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Logística e Dados | Programa de Estágio Natura 2025 (Híbrido),Bettha,Cajamar,19 dia(s),R$ 4 mil - R$ 6 mil (fornecido pela empresa)
engenheiro de dados,Analista de PCP,Pollyrubber Indústria S/A,Contagem,6 dia(s),R$ 3 mil - R$ 5 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Gestão e Tecnologia | Programa de Estágio Natura 2025 (Híbrido),Bettha,"São Paulo, São Paulo",19 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Operador de Sala de Controle,Confidencial,"Manaus, Amazonas",mais de 30 dias,R$ 3 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Engenharia Ambiental e Florestal | Programa de Estágio Natura 2025 (Híbrido),Bettha,Benevides,19 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Orçamentista,Espaço Útil Construção e Manutenção Predial,Porto Alegre,24 dia(s),R$ 2 mil - R$ 3 mil (fornecido pela empresa)
engenheiro de dados,Analista de Desenvolvimento intermediario - PRESENCIAL UBERLÂNDIA,Infinity Brasil Ltda.,Uberlândia,mais de 30 dias,R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,"Estágio em Processos, Dados e Auditoria | Programa de Estágio Natura 2025 (Híbrido)",Bettha,"São Paulo, São Paulo",19 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Analista Ambiental,Confidencial,São Bernardo do Campo,13 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,ESPECIALISTA DE SUCESSO DO CLIENTE,FINCH,"São Paulo, São Paulo",5 dia(s),R$ 3 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Finanças – Diversas Áreas | Programa de Estágio Natura 2025 (Híbrido),Bettha,"São Paulo, São Paulo",19 dia(s),R$ 8 mil (fornecido pela empresa)
engenheiro de dados,Programador Junior,Indaiá,"Itapema, Santa Catarina",21 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Engenharia | Programa de Estágio Natura 2025,Bettha,Cajamar,19 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Controle de Qualidade | Givaudan – Botucatu/SP,Bettha,Botucatu,4 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,"Estágio em Big Data, Analytics e AI – Programa de Estágio Ypê 2025 - Vaga Afirmativa para Mulheres",Bettha,"Amparo, São Paulo",25 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Concierge de Franquias,IKLI TECNOLOGIA,Cabedelo,26 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Gerente de Operações de E-commerce,FORTES & MONTEIRO IMPORTACAO E COMERCIO LTDA,Curitiba,26 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Agente de prospecção,Slim Vidros,Palhoça,mais de 30 dias,R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Estágio em PCP | Programa de Estágio Tópico 2025 (Híbrido),Bettha,Embu das Artes,5 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Serviços de TI | Programa de Estágio Ypê 2025 -Vaga Afirmativa para Mulheres,Bettha,"Amparo, São Paulo",25 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Sustentabilidade | Programa de Estágio Ypê 2025 -Vaga Afirmativa para Mulheres,Bettha,"Amparo, São Paulo",25 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Analista de PCP,Confidencial,"Campinas, São Paulo",7 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Produção | Programa de Estágio Ypê 2025 - Vaga Afirmativa para Mulheres,Bettha,"Amparo, São Paulo",25 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Inteligência de Mercado | Programa de Estágio Myralis 2025,Bettha,"São Paulo, São Paulo",13 dia(s),R$ 10 mil - R$ 12 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de dados Jr,SPC Brasil,Trabalho remoto,7 dia(s),R$ 13 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Engenharia Industrial | Programa de Estágio Ypê 2025 - Vaga Afirmativa para Mulheres,Bettha,"Amparo, São Paulo",25 dia(s),R$ 2 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Manutenção Corporativa | Programa de Estágio Ypê 2025 - Vaga Afirmativa para Mulheres,Bettha,"Amparo, São Paulo",25 dia(s),R$ 11 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Processos Industriais – Programa de Estágio Ypê 2025 - Vaga Afirmativa para Mulheres,Bettha,"Amparo, São Paulo",25 dia(s),R$ 13 mil - R$ 14 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Automação e Inovação | Programa de Estágio Ypê 2025 - Vaga Afirmativa para Mulheres,Bettha,"Amparo, São Paulo",25 dia(s),R$ 2 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Revenue Management e Inteligência de Mercado | Programa de Estágio Tópico 2025 (Híbrido),Bettha,Embu das Artes,5 dia(s),R$ 10 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Compras Indiretas | Programa de Estágio Ypê 2025 - Vaga Afirmativa para Mulheres,Bettha,"Amparo, São Paulo",25 dia(s),R$ 7 mil - R$ 9 mil (fornecido pela empresa)
engenheiro de dados,Analista Jr CRM,RD Saúde,"São Paulo, São Paulo",24 dia(s),R$ 11 mil - R$ 12 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Vendas/Comercial | Programa de Estágio Ypê 2025 -Vaga Afirmativa para Mulheres,Bettha,"Campinas, São Paulo",25 dia(s),R$ 16 mil (fornecido pela empresa)
engenheiro de dados,Analista Sr Prevenção de Perdas,RD Saúde,"São Paulo, São Paulo",mais de 30 dias,R$ 7 mil (fornecido pela empresa)
engenheiro de dados,Analista Sr Planejamento Corporativo,RD Saúde,"São Paulo, São Paulo",27 dia(s),R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados Pleno,Vertigo Tecnologia,,2 dia(s),R$ 2 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Análise de Dados,Petlove,,3 dia(s),R$ 8 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados - Pleno,DOT Group,,13 dia(s),R$ 4 mil - R$ 6 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados Pleno,will bank,,27 dia(s),R$ 8 mil (fornecido pela empresa)
engenheiro de dados,9351464 - ENGENHEIRO DE DADOS JÚNIOR,Quality Digital,,12 dia(s),R$ 11 mil - R$ 16 mil (fornecido pela empresa)
engenheiro de dados,Programa de Estágio Seazone | 2025,Seazone,,5 dia(s),R$ 8 mil - R$ 10 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro(a) de Dados - Remoto,MESHA TECNOLOGIA,,6 dia(s),R$ 3 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro(a) de Dados e BI,Donnes,"São Paulo, São Paulo",14 dia(s),R$ 8 mil - R$ 12 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados (com foco em BI cross industry) - REMOTO,UpFlux,,20 dia(s),R$ 8 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados,Eng4tech,,mais de 30 dias,R$ 2 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados Sênior (Power BI & Looker),Leega Consultoria,,24h,R$ 5 mil (fornecido pela empresa)
engenheiro de dados,CAS | Analista de Dados PL (Dados de Canais),Sicredi,,9 dia(s),R$ 10 mil - R$ 12 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de dados jr.,Netvagas,,5 dia(s),R$ 2 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados,LUZA Group,Barueri,24h,R$ 12 mil (fornecido pela empresa)
engenheiro de dados,Analista de Dados Jr,+A Educação,,30 dia(s),R$ 10 mil (fornecido pela empresa)
engenheiro de dados,Analista de Dados Jr.,Nomos - Melhores Investidores,,mais de 30 dias,R$ 8 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados Sênior - 23627,Grupo Taking,,mais de 30 dias,R$ 2 mil (fornecido pela empresa)
engenheiro de dados,Estagiário de Governança de Dados,SPC Brasil,,mais de 30 dias,R$ 11 mil - R$ 16 mil (fornecido pela empresa)
engenheiro de dados,9350407 - CIENTISTA DE DADOS JR,Quality Digital,,11 dia(s),R$ 4 mil - R$ 7 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro(a) de Dados Pleno | Data Solutions,Americanas S.A.,,mais de 30 dias,R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Operador de Sala de Controle,Confidencial,"Manaus, Amazonas",mais de 30 dias,R$ 3 mil (fornecido pela empresa)
engenheiro de dados,Profissional Engenheiro de Dados de IA Pleno - Remoto,Luby,Trabalho remoto,19 dia(s),R$ 8 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados,Lumini IT Solutions,Trabalho remoto,mais de 30 dias,R$ 5 mil - R$ 6 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro(a) de Dados Pleno(a),BIX Tecnologia - Consultoria de Dados,Trabalho remoto,mais de 30 dias,R$ 9 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados I - TI Corporativa | Grupo Autoglass,Grupo Autoglass Tech,Trabalho remoto,5 dia(s),R$ 16 mil - R$ 19 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados,Lima Consulting Group,Trabalho remoto,mais de 30 dias,R$ 2 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados Sênior,Datum,Trabalho remoto,mais de 30 dias,R$ 3 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Analista de Dados,AllEasy,Trabalho remoto,mais de 30 dias,R$ 5 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados – Databricks & PySpark,inventCloud,"São Paulo, São Paulo",mais de 30 dias,R$ 4 mil - R$ 5 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados Sênior,"Minerva Foods Tecnologia – Inovação que conecta, tecnologia que transforma.",Trabalho remoto,mais de 30 dias,R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Monitoramento Remoto e Diagnóstico,MW INSPEÇÃO DE QUALIDADE,"Sumaré, São Paulo",27 dia(s),R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados | Remoto,CAPCO,"São Paulo, São Paulo",mais de 30 dias,R$ 8 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados (Remoto),IXC Soft - Sistema de Gerenciamento para Provedores,Trabalho remoto,mais de 30 dias,R$ 3 mil - R$ 7 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados Pleno,EY,"São Paulo, São Paulo",22 dia(s),R$ 6 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados,MIRANTE TECNOLOGIA,"Brasília, Distrito Federal",27 dia(s),R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Cientista de Dados Sênior,Neogrid Carreiras,Trabalho remoto,4 dia(s),R$ 7 mil (fornecido pela empresa)
engenheiro de dados,Estágio em Análise de Dados,Midea Carrier,"São Paulo, São Paulo",5 dia(s),R$ 8 mil - R$ 10 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados Sênior,Minha Biblioteca,Trabalho remoto,7 dia(s),R$ 6 mil (fornecido pela empresa)
engenheiro de dados,Pessoa Especialista - Engenheiro de dados II,Lojas Renner,Trabalho remoto,24 dia(s),R$ 2 mil (fornecido pela empresa)
engenheiro de dados,[Ambev Tech] Pessoa Engenheira de Dados,Ambev Tech,Trabalho remoto,mais de 30 dias,R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro / Cientista de Dados (Trainee),Holos Media,"Pinheiros, São Paulo",mais de 30 dias,R$ 2 mil (fornecido pela empresa)
engenheiro de dados,Pessoa Estagiária de Automação de Processos e Dados,CapLink,Trabalho remoto,13 dia(s),R$ 2 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados Sênior,mazzatech,Trabalho remoto,4 dia(s),R$ 6 mil - R$ 8 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados II,Bunge,"São Paulo, São Paulo",4 dia(s),R$ 1 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados JR,TOPMIND,"São Paulo, São Paulo",mais de 30 dias,R$ 5 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro(a) de Dados (Sênior),Solutis,Trabalho remoto,mais de 30 dias,R$ 7 mil - R$ 9 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados - PowerCenter,4Solution Group,"São Paulo, São Paulo",mais de 30 dias,R$ 4 mil - R$ 5 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro(a) de Dados - Sênior,EloGroup,Trabalho remoto,mais de 30 dias,R$ 3 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados - Mogi das Cruzes,Winover,Mogi das Cruzes,mais de 30 dias,R$ 10 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados Sênior,VOLL,Trabalho remoto,mais de 30 dias,R$ 6 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro(a) de Dados Pleno - Tribo Martech,Magazine Luiza,Trabalho remoto,14 dia(s),R$ 30 mil (fornecido pela empresa)
engenheiro de dados,PESSOA COORDENADORA CIÊNCIAS DE DADOS E INTELIGÊNCIA ARTIFICIAL,Bradesco Seguros,"São Paulo, São Paulo",4 dia(s),R$ 1 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Software - Mobile,Brasil Paralelo,Trabalho remoto,23 dia(s),R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados Sênior,Natura,"São Paulo, São Paulo",mais de 30 dias,R$ 9 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Ciência de Dados,TECSERVICE LTDA,Macaé,3 dia(s),R$ 2 mil - R$ 3 mil (fornecido pela empresa)
engenheiro de dados,Analista de Dados Pleno,Paciente 360,Trabalho remoto,3 dia(s),R$ 2 mil (fornecido pela empresa)
engenheiro de dados,Especialista de Dados II,Meta,Trabalho remoto,mais de 30 dias,R$ 3 mil (fornecido pela empresa)
engenheiro de dados,Cientista de Dados Júnior,GOL Linhas Aéreas,"São Paulo, São Paulo",mais de 30 dias,R$ 2 mil - R$ 4 mil (fornecido pela empresa)
engenheiro de dados,Estagiário de Ciência de Dados,SYOS,"São Paulo, São Paulo",mais de 30 dias,R$ 12 mil (fornecido pela empresa)
engenheiro de dados,Híbrida - ENGENHEIRO DE DADOS JÚNIOR - Parque Industrial Araucária,Jobbol,Arapongas,mais de 30 dias,R$ 9 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Planejamento e Governança de Contratos,FATIMA SANTANA CONSULTORES EIRELLI,"São Pedro, São Paulo",14 dia(s),R$ 2 mil - R$ 7 mil (fornecido pela empresa)
engenheiro de dados,V360 - Estagiário de Suporte,V360,Trabalho remoto,mais de 30 dias,R$ 3 mil (fornecido pela empresa)
engenheiro de dados,Engenheiro de Dados,TotalPass,"São Paulo, São Paulo",11 dia(s),R$ 10 mil (fornecido pela empresa)
engenheiro de dados,CAS | Engenheiro de Dados - Foco em Recuperação de Crédito,Sicredi,Trabalho remoto,mais de 30 dias,R$ 8 mil - R$ 9 mil (fornecido pela empresa)
